Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,9461033354,5979350228,8042983397,7175016485,9207333741,8822051648,9329305478,,8850000000,10768000000,5820475672,5643416613,5771456952,6090838693,6217805821,4711259427,19088046306,7438189100,8728038525,8937567060,10297483481,11964484466,14451901696,16737071816,19788515590,18648372553,21565721045,25839749199,29306235285,32679745048,35909040926,37917706497,37134801555,38019264795,47568210010,51775829877,48716961860,55328482784,64718641221,
"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,131731862.8,151675738.9,166521239.7,172233430.7,185693724.9,198318064,220613582,237397428.1,251247457.8,265040036.4,274960699.9,322128019,410669263.7,541973362.6,585364634.5,767102680.2,754549601.4,765224029.3,878771772.2,1198749667,1705796853,1993512323,2160640565,2097274290,2193581365,2160872540,1849268212,2297753652,2212536312,2389593026,2798746050,2724853506,2933222703,2684323623,1769365438,2116003868,2540697539,2322719103,1949481379,2354772960,3227927698,2796704604,3034250924,3503723088,4656974940,6650001680,8072305029,8782703437,11649857673,9723299915,13148396212,15655383577,17692911296,17958720699,17919224180,12434829581,10931247265,11834406801,14773806078,13976661498,11468608530,14825708811,15816996655,
Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,4031152977,4540447761,4955538219,4836166667,5973366667,5760761905,5428518519,5825170438,5960212869,6450175214,7198360460,7820380971,8671358733,10315760000,12370029584,13098633902,15341403660,19470960619,23263511958,27940411250,33400735644,36388366869,38968039722,38729822782,38253120738,34894419443,34942489684,36373307085,39212550050,39540080200,47844090710,49637993949,58394443378,66474101301,81705497617,92495970511,97153389011,106656000000,98486358581,86278947637,99875074951,98200641203,97945812803,94644969157,117092000000,145601000000,161793000000,206230000000,242504000000,232469000000,286499000000,334966000000,370691000000,382094000000,381241000000,293492000000,282720000000,311867000000,334198000000,323032000000,270151000000,318512000000,343622000000,
Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,212218261.6,196349931.5,184009013.6,191621954.9,184697225.6,196726096.3,279197721.8,337525852.6,356500032.7,341476768.3,429622177.7,424108769.5,457388651.5,452881475.1,319189184.3,398461797,396053805.9,364445600.5,370106745.9,382454989.9,351136579.6,378512024.1,425964681,546885222.7,633706110.8,653845169.2,698431793.9,795673153.2,915659107.8,905341174,907978731.7,1023086273,1015843491,1116224107,1149587660,966029599.8,1012835493,1077439756,1188797450,1195019531,1225039196,1296089479,1242519407,
Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,142246815.3,139468209.1,140630679,138476175.6,132019038.6,137728204.8,190651167.6,235253064.7,264308140.3,267448571.4,306890962.6,319827058.6,357160985.3,490417389.7,406580652.3,487148993.5,501979269.8,490608657.9,521910560.5,592416703.1,539227277.6,563090490.4,620507387.5,813260468.9,924940011.8,972241676.9,1107571458,1649621739,1959620648,1852334575,1824751468,2046817987,1913081210,2028910915,2041930125,1749857620,1849789986,1996741540,2205099507,2252177124,1821565614,1997866379,2226862134,
Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,507513830,490325181.6,479180824.3,511902136.8,542578367.2,592981162.3,647305630.2,699456618.9,773841494.3,853630203.8,984830158.5,1077147538,1238251696,1528925846,1666544754,1960863466,2412555426,3072427013,3523208810,4035519323,4831447001,2623803096,2606623555,3146772631,3660477856,3919203960,4418983871,4532952047,4614629898,5251025767,5711687787,7196276092,8564041916,9582868487,10486787008,11578594260,11678424507,12614602382,13684255947,14254866281,15013629659,15976174337,16578820687,17271760507,18610594846,20040642477,22715540325,26884700345,30801744882,30745714313,37658614804,42762613700,47231655431,50949668841,52016408952,56441920821,58847019610,60516044657,62420164992,64417670521,62395610760,64960725734,69243626029,
Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,1880323270,2038320110,2153914776,2290333704,2470286396,2661011040,2888720384,3102560431,3083640786,3359757126,3695313511,4017459620,4639336765,5076146309,6595573433,7706924933,7932351592,9210519152,9433730992,10835454597,13495237648,14890283922,16517790340,16735544601,15982824909,15814763392,14441262133,15521767250,16459896532,16872864985,18145262491,18028768359,17750479193,19223181126,20203342208,22268849584,24288307617,28419094414,30366582091,32208819362,34552588846,35580943998,37331464588,39893014716,43630425959,49313767403,56077496593,62332145606,70784637902,59841390196,64940854448,70216293657,74185116568,75356800317,77059089419,75749012502,71240254844,73779107435,76540797384,77253744415,65860096130,76123490343,94867024972,
Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,5693005200,6914658400,8135150892,9987709650,11405957317,13027415244,13789579903,14206158675,17844705325,19584443288,19912889861,20150254096,20953510235,22204940512,24039383608,22920490774,24226574634,25213935012,27458999472,27023468666,28645436569,24316556026,22085858243,22367254865,28448326757,30429803651,25017368700,25365908100,25736331200,28364615200,30565400000,31682400000,33590500000,35901200000,38203000000,42643836100,48835925926,54262870370,56302129630,57481481481,59562962963,68990000000,73141000000,77148000000,80656100000,87132800000,91370407864,96850649692,100050000000,103428000000,107352000000,,,
Curacao,CUW,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2930092237,3012836257,3033568606,3059406995,3058779212,3024690188,3033433248,3046364820,3026124116,2534327592,2739594360,3075180835,
Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4200288241,4466278065,4585949024,4281714567,4156841107,4186073104,4291004524,4405796023,4562853611,4708167233,4909322237,5166281305,5530178441,5941896608,5647224989,6028373513,6844827379,
Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,489914760.7,576090073.7,734887974,964026512.2,1288715210,2154311277,2087496374,2159242417,2160364071,2278248953,2430411900,3090734463,3704813886,4278792597,4563482604,5591130218,5770197348,6912150456,6590291048,7425703929,9933133247,10011918444,9547818700,10248617647,10497908306,9985844486,10397897086,11420227885,14547325028,17320552500,18433411267,20072786351,23968764030,27844698989,25945391775,25732125694,27564931919,24977293926,23899444183,23155988617,19842492367,20952955488,22870678689,25523485043,25947027570,25227201184,29482917679,29250524418,
Czechia,CZE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40728950705,29859921159,34805013230,40866748705,47850203856,60147174077,67387788633,62180159376,66807429711,65173130995,61828166496,67808032980,82196001051,100090000000,119814000000,137143000000,156264000000,190184000000,236816000000,207434000000,209070000000,229563000000,208858000000,211686000000,209359000000,188033000000,196272000000,218629000000,249001000000,252548000000,245975000000,281791000000,290566000000,
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,215838000000,249985000000,299802000000,398374000000,445303000000,490637000000,519754000000,600498000000,740470000000,881345000000,950291000000,800472000000,776576000000,770684000000,725111000000,732535000000,1046260000000,1298180000000,1401230000000,1398970000000,1771670000000,1868950000000,2131570000000,2071320000000,2205070000000,2585790000000,2497240000000,2211990000000,2238990000000,2194950000000,1947980000000,1945790000000,2078480000000,2501640000000,2814350000000,2846860000000,2994700000000,3425580000000,3745260000000,3411260000000,3399670000000,3749310000000,3527140000000,3733800000000,3889090000000,3357590000000,3469850000000,3690850000000,3974440000000,3889180000000,3887730000000,4278500000000,4082470000000,
Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,340989528,,373371738.3,395794538.6,409220087.1,452328087.3,462421998.5,478058304.9,466048469.2,491689220.7,497723960.6,494004647.7,502675542,514267869.3,536080148.1,551230861.9,572417440.8,591122039.6,622044665.5,666072101.8,708633194.7,768873684,847918929.1,999105339.3,1049110685,1128611700,1239144502,1353632942,2042817163,2214679081,2424391785,2604955229,2762581334,2913466732,3088853639,3185150981,3385825229,3515108860,
Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,45872947.41,57130215.56,55017758.89,72804653.33,82107391.11,89527576.67,98665191.48,109157070.7,119491933,135161958.5,151868754.4,171106184.1,185137243,201429629.6,219762963,234059259.3,245525925.9,264374074.1,274522222.2,292285185.2,302988888.9,322411111.1,331759259.3,333470370.4,340203703.7,333196296.3,343311111.1,367200000,364255555.6,390251851.9,421374074.1,458188888.9,489074074.1,493825925.9,501025925.9,485996296.3,498296296.3,520429629.6,540737037,576229629.6,521551851.9,554770370.4,611537037,504214814.8,555266666.7,607440740.7,
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,11931739859,13059064375,13505573867,15414902267,17075457600,19085731252,23232379952,30730626663,34160444798,40474406216,44575892473,49784338519,60362931854,70366241969,71127528700,61877813965,60412844679,60644782176,59105236854,62658568287,88078760104,109414000000,115553000000,112409000000,138247000000,139225000000,152916000000,143196000000,156162000000,185007000000,187632000000,173538000000,176992000000,177965000000,164159000000,164791000000,178635000000,218096000000,251373000000,264467000000,282885000000,319423000000,353361000000,321241000000,321995000000,344003000000,327149000000,343584000000,352994000000,302673000000,313116000000,332121000000,356841000000,346499000000,354763000000,405688000000,400167000000,
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,672399700,654100200,824100000,940799900,1025599900,888100000,983900000,1034800000,1079100000,1230500000,1485500000,1666500000,1987400000,2344800000,2925700000,3599200000,3951500000,4587100000,4734400000,5498800000,6761300000,7561300000,8267400000,9220600000,11594000000,5044579979,6122128558,5827050753,5374299981,6686593060,7073675545,9824483340,11605382504,13081042400,14644734599,16637370839,18241622548,20017450041,21672215547,22136579397,24305780629,25601823688,27137440786,21403167848,22322387382,35777560684,37879830084,43965458509,48122601530,48261078914,53860187258,58029773599,60681535653,62682159338,67179955677,71164826837,75704647878,79998046306,85555390139,88941372558,78844656298,94243425938,113537000000,
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2723615451,2434747056,2001444544,2702982018,2909316435,3136284307,3039859187,3370870376,3852147027,4257253264,4863526897,5077183094,6766743957,8707858912,13209871626,15557902754,17728240932,20972113685,26364491313,33243706860,42345829079,44348590461,45207167470,48801369800,53698548293,57937868670,63692007897,66745818375,59089396860,55634721573,62048507531,45715676428,48003133347,49945584453,42543176829,41764291672,46941554225,48177612042,48187781984,48640671735,54790398570,54744697926,56760355865,67863850334,85332581189,103198000000,117027000000,134977000000,171001000000,137211000000,161207000000,200013000000,209059000000,209755000000,213810000000,165979000000,160034000000,170097000000,174911000000,171760000000,145744000000,163472000000,194998000000,
East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,81012790664,71458883065,65257525577,70599611075,81488124865,94903578451,103790000000,100856000000,102059000000,114537000000,127160000000,136760000000,155098000000,195161000000,220956000000,247986000000,252125000000,290806000000,353942000000,415804000000,496964000000,500273000000,505125000000,520080000000,536107000000,526596000000,524527000000,573140000000,671231000000,731371000000,700807000000,753373000000,877362000000,1065300000000,1071940000000,1322150000000,1518460000000,1570740000000,1433290000000,1578160000000,1736280000000,1847270000000,2044520000000,2314010000000,2683100000000,3107880000000,3742960000000,4731970000000,5987290000000,6491440000000,7900720000000,9650870000000,10760100000000,11870300000000,12800300000000,13323600000000,13614800000000,14881400000000,16640600000000,17213500000000,17487600000000,20839200000000,21193800000000,
Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,136037000000,144519000000,148512000000,166775000000,185277000000,199046000000,194538000000,211738000000,230290000000,254979000000,271583000000,293755000000,323444000000,405417000000,568523000000,639683000000,706853000000,793459000000,892438000000,1085900000000,1363200000000,1529350000000,1443090000000,1435740000000,1459660000000,1460130000000,1475760000000,1498230000000,1559720000000,1589430000000,1865380000000,1975740000000,2173360000000,2423180000000,2549160000000,2589980000000,2814600000000,3007030000000,2975620000000,3146560000000,3440100000000,3414280000000,3321590000000,3692650000000,4292620000000,4998500000000,5711800000000,6757950000000,7616770000000,7332400000000,8884030000000,9795630000000,10243700000000,10385200000000,10740200000000,10216800000000,10517800000000,11373000000000,11504300000000,11743100000000,10941500000000,12717000000000,14148400000000,
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,2069464937,1753850955,1518207704,1824343870,2244146103,2387047396,2429308639,2553595172,2582179864,3112165727,2862503139,2754219271,3185986087,3891754150,6599257044,7731674472,9091921030,11026342618,11922497876,14175160902,17881508242,21810759354,19929846396,17152477037,16912509092,17149088413,15314138472,13945426859,13051881851,13890823705,15239272612,16988535268,18094238119,18938717359,22708673337,24432884442,25226393197,28162053027,27981896948,19645272636,18327764882,24468324000,28548945000,32432858000,36591661000,41507085000,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87924544000,95129659000,101726000000,99290381000,99937696000,104296000000,107562000000,108108000000,99291124000,106166000000,115049000000,
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,,,,,,4948667540,5278005612,5605484299,5932242991,6524455206,8042200452,8609283346,9299638056,10098534613,9228963225,11632178869,13315988083,14400806876,14811704063,18020571429,21669908176,22136081081,27655172414,30966239814,33971188992,39053502251,41253507951,40455616654,34980124929,39756299050,42978914311,37387836491,41855986519,46578631453,51897983393,60159245060,67629716981,78436578171,84828807556,90710704807,99838543960,96684636119,85146067416,80288461538,78782467532,89600665557,107426000000,130438000000,162818000000,189147000000,218984000000,235990000000,279117000000,288434000000,305595000000,329367000000,332442000000,248363000000,262589000000,318679000000,383818000000,424672000000,476748000000,
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,245575000000,269780000000,299725000000,336358000000,374155000000,408976000000,446231000000,484884000000,520565000000,581089000000,644566000000,730558000000,882533000000,1145700000000,1299300000000,1506550000000,1572250000000,1788380000000,2189960000000,2652850000000,2971160000000,2582180000000,2500050000000,2438980000000,2339470000000,2403450000000,3373100000000,4172040000000,4588390000000,4686850000000,5898510000000,6132650000000,6766060000000,6191180000000,6535370000000,7538230000000,7628510000000,6976360000000,7175100000000,7139980000000,6517630000000,6619380000000,7226690000000,8897540000000,10202200000000,10568600000000,11233600000000,12938400000000,14226800000000,13000600000000,12700500000000,13700700000000,12695600000000,13255500000000,13569900000000,11726900000000,12025600000000,12736600000000,13760700000000,13480500000000,13155000000000,14754700000000,14207600000000,
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477101651.6,467872714.8,531688311.7,578015625,693535954.2,686490090.1,745523074.7,688918509,706370815.6,752371683.2,729321671.4,870248293.7,1109054005,1098424709,1211161880,1317974491,1380188800,1856695551,1589515447,2065001626,,,,,,,,,,,,
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,12072126075,13834300571,16138545209,19074913948,21343844644,24756958695,28721062242,31647119228,31475548481,36038711600,40992995008,46619420359,59132415221,78639525985,97274006346,114777000000,118507000000,132449000000,160600000000,214602000000,232767000000,202808000000,195997000000,170951000000,172103000000,180793000000,251321000000,318748000000,376160000000,414757000000,536559000000,577166000000,630916000000,525076000000,530563000000,614609000000,642589000000,590077000000,619215000000,634908000000,598363000000,627830000000,708757000000,907492000000,1069060000000,1153720000000,1260400000000,1474000000000,1631860000000,1491470000000,1422110000000,1480710000000,1324750000000,1355580000000,1371820000000,1196160000000,1233550000000,1313250000000,1421700000000,1394320000000,1278130000000,1445650000000,1417800000000,
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4502970889,4786018988,5154420649,5674080543,5756912266,5686579748,6254649539,7367975888,9874013098,12145911801,14106790200,17022870405,22449129483,24341678629,19633031398,19523477326,23213994093,23019150071,25115753366,26634083965,22890762090,24072829277,26924385103,30624720196,31081901909,31370395573,37191166152,38100812959,
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,7324903188,7707678019,8567890821,8096302367,9480840483,9848600870,10527338647,10908935749,11476584879,12175166763,13463868357,10492993078,8830712714,6927950565,7663984568,8547939731,8589233860,7818205593,7700833482,8242349618,8231326016,7850809498,8623691300,10131187261,12401139454,15280861835,19707616773,27066912635,32437389116,29933790334,31952763089,43310721414,47648276605,55612228234,64589328551,74296745208,81770886826,84269196626,95912607722,107658000000,111262000000,126783000000,
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,725882000000,820758000000,990362000000,1281930000000,1451650000000,1690760000000,1769940000000,2004770000000,2442530000000,2952640000000,3302960000000,2879790000000,2777190000000,2701890000000,2603220000000,2677480000000,3743790000000,4630940000000,5083940000000,5193050000000,6497760000000,6735920000000,7406350000000,6761160000000,7161930000000,8295830000000,8431350000000,7733770000000,7969830000000,7925880000000,7276390000000,7393610000000,8083520000000,9932130000000,11418900000000,11910100000000,12712600000000,14727500000000,16295400000000,14762700000000,14556000000000,15765000000000,14641500000000,15294700000000,15651200000000,13553700000000,13888500000000,14765500000000,15981000000000,15693400000000,15381200000000,17315200000000,16746500000000,
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,44702995409,48810492502,61465995003,61399014250,70634250873,86153958082,131587000000,147968000000,177928000000,192708000000,212462000000,273171000000,349511000000,498815000000,475070000000,405242000000,369274000000,373471000000,363763000000,374331000000,392458000000,387027000000,560666000000,400454000000,364561000000,373427000000,387423000000,470648000000,513501000000,573407000000,589889000000,455601000000,528317000000,525115000000,516350000000,543432000000,683099000000,858450000000,1064260000000,1297380000000,1646380000000,1521390000000,1802880000000,1689760000000,1888890000000,1958470000000,2080900000000,1656890000000,1562110000000,1654880000000,1735110000000,1838740000000,1666560000000,1782600000000,1906130000000,
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,5224102196,5921659485,6340580854,6885920329,7766655086,8589340019,9208524505,9368954010,8823033880,10070766721,11357516988,12527405513,14743186120,19472363467,24848821490,29472623242,31849513771,33499799321,36256160289,44465255686,53645202423,52448332874,52797582336,50973526900,52888800950,55875863392,73531550551,91594751792,109059000000,119012000000,141438000000,127774000000,112533000000,89214114708,103300000000,134190000000,132129000000,126912000000,134039000000,135264000000,126020000000,129533000000,140404000000,171652000000,197479000000,204885000000,217089000000,256378000000,285716000000,253498000000,249424000000,275604000000,258290000000,271362000000,274863000000,234534000000,240771000000,255648000000,275708000000,268515000000,271886000000,296470000000,282650000000,
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,112328422.1,116987784.9,122906435,129454728.6,140032741.5,147084750,150603925.5,162625885.9,166952937.1,182182067.7,219878482.2,247749327.7,316656648.7,425950487.5,558587097.4,684282434.4,694540806.4,719501765.8,829267889.4,1019691460,1202618816,1235626771,1194059943,1123085190,1178000678,1141168944,1290267340,1177947965,1110009523,1182660266,1337017559,1383883250,1532411039,1636101247,1825732093,1970301486,2128696644,2090221137,1653146717,1936459986,1678219508,1652462023,1833279985,2300492465,2708078477,2980403845,3076305453,3378314600,3523185920,2870624636,3140166713,3779411899,3972028104,4189967999,4857104791,4682479912,4930213634,5353469171,5581425325,5444407214,4432466237,4305031631,4979979546,
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,62225478001,67461644222,75607529810,84759195106,94007851047,101537000000,110046000000,118973000000,129785000000,141903000000,148456000000,165967000000,203494000000,264430000000,285554000000,360832000000,372319000000,410279000000,506709000000,613953000000,701288000000,615552000000,584878000000,559869000000,530684000000,553138000000,771471000000,934173000000,1018850000000,1025210000000,1269180000000,1269280000000,1401470000000,1322820000000,1393980000000,1601090000000,1605680000000,1452880000000,1503110000000,1493150000000,1365640000000,1377660000000,1501410000000,1844540000000,2119630000000,2196950000000,2320540000000,2660590000000,2930300000000,2700890000000,2645190000000,2865160000000,2683670000000,2811880000000,2855960000000,2439190000000,2472960000000,2595150000000,2790960000000,2728870000000,2647420000000,2959360000000,2779090000000,
Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,57954522.42,64397131.08,66225403.56,65186666.67,70106666.67,84933333.33,99219082.85,119335897.8,161236465.8,196771070.9,227404436,270470345.4,347798304.6,397833034.9,448568492.7,493014300,456244919,444047495.3,486605127.7,426008864.7,459307281.2,688914288.9,886508622.3,968576956.9,871935350.4,960805408.9,909253214.8,912670413.3,760957189.8,758739178.6,901404709.8,989536914.7,933763083.4,1104744235,1127684827,1067109531,1160268212,1275093689,1501941581,1724770771,1759739599,2017680835,2339015313,2489873250,2296065170,2331796784,2505740669,2427200389,2690110521,2914012679,2573905971,2813278869,2980057378,3188600927,3266432734,3262045883,3655063938,3555929833,
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,106500000,,,112210000,116700000,124700000,135200000,147200000,166200000,178100000,198400000,202500000,221575300,218534700,206626300,218873100,220140500,233271800,240970900,242517200,245432900,240236000,250281900,253541900,256787200,263145100,280284600,296944100,311301600,327248700,317214400,319271200,316489900,332265200,366666800,401932300,416000000,408000000,406000000,424000000,
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,141468977.8,167637907.1,182796536.3,154480244.1,215679855.3,226474285.8,245849781.3,271543680,294468564.2,318124701.5,323802475.5,381687072.6,430508358.5,722780701.3,1544216002,2157592940,3009409974,2809349069,2389479272,3030251120,4279637942,3862269121,3618007841,3391275732,3561451561,3339914757,3403638189,3281797043,3834503376,4186411464,5952293765,5402919785,5592390827,4378645081,4190819344,4958845648,5694040003,5326817115,4483417310,4662992036,5080483629,5023265413,5335451100,6511903365,7770219008,9582783991,10327598306,12455409587,15571348344,12113699068,14372593020,18210307744,17170464016,17595744798,18203966896,14383107763,14023890265,14929487485,16867326402,16874405465,15314577155,20217946922,21071739225,
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,73233967692,77741965703,81247564157,86561961812,94407558351,101825000000,108573000000,113117000000,107760000000,116465000000,130672000000,148114000000,169965000000,192538000000,206131000000,241757000000,232615000000,263066000000,335883000000,438994000000,564948000000,540766000000,515049000000,489618000000,461487000000,489285000000,601453000000,745163000000,910123000000,926885000000,1093170000000,1142800000000,1179660000000,1061390000000,1140490000000,1344240000000,1419650000000,1560910000000,1653690000000,1687830000000,1665530000000,1649830000000,1785730000000,2054420000000,2421530000000,2543180000000,2708440000000,3090510000000,2929410000000,2412840000000,2485480000000,2663810000000,2707090000000,2784850000000,3064710000000,2927910000000,2689110000000,2680150000000,2871340000000,2851410000000,2697810000000,3141510000000,3089070000000,
Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7500000000,6400000000,3730000000,2701301483,2514070772,2693768413,3095047604,3510520231,3613497317,2800025883,3057475335,3219462262,3395766678,3991377904,5125365192,6410912050,7745250734,10172931089,12795145131,10766920066,12243217071,15107486236,16488822461,17190068236,17627332900,14953673796,15141598623,16242645072,17596922470,17470436259,15842922533,18629365612,24780791064,
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,1223943662,1309859155,1390140845,1549295775,1740845070,2064788732,2138028169,1748837209,1666666667,1961764706,2214705882,2427184466,2116541353,3018103448,2894409938,2810106383,2765254237,3189428571,3662478185,4020227920,4445228216,4222441860,4035994398,4057275132,4412279843,4504306723,5735677434,5074829932,5197765032,5251858440,5889106573,6603185268,6416103926,5968922939,5446383727,6464382808,6932991739,6891443192,7482069162,7718109982,4982850662,5314872854,6166197848,7632723556,8881417907,10744568381,20885037597,24827339138,28679383241,26048720006,32197655567,39336668081,41271701061,62824629066,54783320577,49406009812,56164928691,60405920072,67298913752,68337974418,70043095504,79524421861,73766052452,
Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,1995186721,2041538040,2384295817,2432029298,2666750819,3015058207,3284620423,3279096493,3383092769,3693710533,3868968367,3783700462,3588375622,3461282461,2995361111,2829435909,2950198724,3446441785,3635458214,2937071741,4220019243,6281917650,6964179188,6716904517,6853467832,6785137216,7638045226,8376613881,8778473643,8794202394,8595955600,10324668271,11857030367,13442861496,14177835841,16091817842,20999229260,
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,44212081.35,46695006.96,41160065.86,45168072.27,52296083.67,55728663.22,59160569.48,75187749.1,95796021.69,115179719.1,112190829.5,138093099.1,171833086,207112627.7,241083090.3,218767743.5,216050552.3,213448584.9,177340880.1,225726358.9,185646986.8,220626484.2,266672211.9,284120329.4,317083695.5,690311080.5,714254256.1,755040974.1,746493951.9,785999864.8,848239446.2,803633342.5,840285264.6,814724032.1,782913871.8,687410645.1,578235309.3,487038685,961900651.4,1027701068,1054112488,1279703047,1561766956,1450142509,1543294927,1409693597,1415004738,1375609453,1229461721,1378176609,1484578886,1504909463,1670671328,1813609692,1812170891,2038414969,2187194563,
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,78733594.84,78540057.14,87702828.57,89374237.29,98775328.95,108985740.2,112386489,114971207.2,122666858.8,118537875.1,110653830.7,154731969.7,165523634.5,163577538.3,138478900.6,143856253.1,130225018.8,173836362,164458120.3,213143016.4,243961995.5,257150374.1,226313443.7,236880821.7,235620043.5,253966922.3,270419779.4,268551010.9,206457553.4,224446663.8,371095522,392621389.5,417806651.1,477458577.2,532062894.8,587029096,592365659.8,696910784,868154627.9,830126428.8,849878489.1,1099818592,989271155.1,1046087367,1054915581,1048229633,1179004911,1350177012,1504630234,1439638411,1431758232,1638517607,1633559092,
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,,,9122751.453,10840095.13,12712471.4,64748333.33,69110000,72317446.93,67514285.71,67225714.29,66331428.57,64946954.76,65429198.24,81203226.91,94159862.71,104295643.4,103653049.9,103987520.1,,,50642880.77,36731422.85,44294647.73,44442456.95,50320914.41,62118569.97,76407395.87,93345859.53,100534656.9,88265974.86,112119411.5,110906028.5,134707183.8,136047906.2,100807002.5,141853360.9,232463022.8,442337870.7,370687634.4,621117885.7,1045998496,1461139022,1806742742,2484745935,4410764339,8217369093,10086528699,13071718759,19749893536,15027795173,16314443436,21357343669,22388344144,21948834284,21765453082,13185496881,11240808847,12200913888,13097012124,11364133546,9893816016,12104994084,12029633747,
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,4335186017,4961400439,5213047711,5895278024,6669673257,7689154053,8591517944,9275600800,10090675903,11615657031,13139863636,14591750000,16885511364,22347848101,25351306818,28525876727,31152835821,36176234968,44270204082,54481876725,56829664269,52346506765,54617989796,49428873839,48020024184,47820851221,56379593476,65652750377,76261277925,79169043223,97891092003,105143000000,116225000000,108809000000,116602000000,136878000000,145862000000,143158000000,144428000000,142589000000,130458000000,136309000000,154564000000,202370000000,240964000000,247875000000,273547000000,318903000000,355909000000,331309000000,297125000000,282996000000,242029000000,238908000000,235458000000,195684000000,193148000000,199844000000,212049000000,205253000000,188480000000,214668000000,217581000000,
